String,"Source (plugin or theme)","Čeština (cs_CZ)"
"Uloženka - Chyba odeslání",woocommerce-ulozenka,"Uloženka - Chyba odeslání"
"Plain text",woocommerce-ulozenka,"Plain text"
HTML,woocommerce-ulozenka,HTML
Multipart,woocommerce-ulozenka,Multipart
Enable/Disable,woocommerce-ulozenka,Enable/Disable
"Enable this email notification",woocommerce-ulozenka,"Enable this email notification"
Recipient(s),woocommerce-ulozenka,Recipient(s)
"Enter recipients (comma separated) for this email. Defaults to <code>%s</code>.",woocommerce-ulozenka,"Enter recipients (comma separated) for this email. Defaults to <code>%s</code>."
Subject,woocommerce-ulozenka,Subject
"This controls the email subject line. Leave blank to use the default subject: <code>%s</code>.",woocommerce-ulozenka,"This controls the email subject line. Leave blank to use the default subject: <code>%s</code>."
"Email Heading",woocommerce-ulozenka,"Email Heading"
"This controls the main heading contained within the email notification. Leave blank to use the default heading: <code>%s</code>.",woocommerce-ulozenka,"This controls the main heading contained within the email notification. Leave blank to use the default heading: <code>%s</code>."
"Email type",woocommerce-ulozenka,"Email type"
"Choose which format of email to send.",woocommerce-ulozenka,"Choose which format of email to send."
"Plain text",woocommerce-ulozenka,"Plain text"
HTML,woocommerce-ulozenka,HTML
Multipart,woocommerce-ulozenka,Multipart
Enable/Disable,woocommerce-ulozenka,Enable/Disable
"Enable this email notification",woocommerce-ulozenka,"Enable this email notification"
Recipient(s),woocommerce-ulozenka,Recipient(s)
"Enter recipients (comma separated) for this email. Defaults to <code>%s</code>.",woocommerce-ulozenka,"Enter recipients (comma separated) for this email. Defaults to <code>%s</code>."
Subject,woocommerce-ulozenka,Subject
"This controls the email subject line. Leave blank to use the default subject: <code>%s</code>.",woocommerce-ulozenka,"This controls the email subject line. Leave blank to use the default subject: <code>%s</code>."
"Email Heading",woocommerce-ulozenka,"Email Heading"
"This controls the main heading contained within the email notification. Leave blank to use the default heading: <code>%s</code>.",woocommerce-ulozenka,"This controls the main heading contained within the email notification. Leave blank to use the default heading: <code>%s</code>."
"Email type",woocommerce-ulozenka,"Email type"
"Choose which format of email to send.",woocommerce-ulozenka,"Choose which format of email to send."
"Order number: %s",woocommerce-ulozenka,"Order number: %s"
"jS F Y",woocommerce-ulozenka,"jS F Y"
"Order number: %s",woocommerce-ulozenka,"Order number: %s"
"jS F Y",woocommerce-ulozenka,"jS F Y"
"Order #%s",woocommerce-ulozenka,"Order #%s"
"Do Uloženky byla odeslána neplatá data.",woocommerce-ulozenka,"Do Uloženky byla odeslána neplatá data."
"Uloženka tak nepřijala data o zásilce a přestože byla objednávka v eshopu vytvořena, do systému Uloženky se nedostala.",woocommerce-ulozenka,"Uloženka tak nepřijala data o zásilce a přestože byla objednávka v eshopu vytvořena, do systému Uloženky se nedostala."
"Kód chyby",woocommerce-ulozenka,"Kód chyby"
"Znění chyby",woocommerce-ulozenka,"Znění chyby"
"Popis chyby",woocommerce-ulozenka,"Popis chyby"
"Order #%s",woocommerce-ulozenka,"Order #%s"
Product,woocommerce-ulozenka,Product
Quantity,woocommerce-ulozenka,Quantity
Price,woocommerce-ulozenka,Cena
"View details'));
				if ( !empty($linkText) ) {
					$viewDetailsLinkPosition = 'append';

					//Find the ""Visit plugin site"" link (if present).
					$visitPluginSiteLinkIndex = count($pluginMeta) - 1;
					if ( $pluginData['PluginURI'] ) {
						$escapedPluginUri = esc_url($pluginData['PluginURI']);
						foreach ($pluginMeta as $linkIndex => $existingLink) {
							if ( strpos($existingLink, $escapedPluginUri) !== false ) {
								$visitPluginSiteLinkIndex = $linkIndex;
								$viewDetailsLinkPosition = apply_filters(
									$this->updateChecker->getUniqueName('view_details_link_position'),
									'before'
								);
								break;
							}
						}
					}

					$viewDetailsLink = sprintf('<a href=""%s"" class=""thickbox open-plugin-details-modal"" aria-label=""%s"" data-title=""%s"">%s</a>',
						esc_url(network_admin_url('plugin-install.php?tab=plugin-information&plugin=' . urlencode($this->updateChecker->slug) .
							'&TB_iframe=true&width=600&height=550')),
						esc_attr(sprintf(__('More information about %s'), $pluginData['Name'])),
						esc_attr($pluginData['Name']),
						$linkText
					);
					switch ($viewDetailsLinkPosition) {
						case 'before':
							array_splice($pluginMeta, $visitPluginSiteLinkIndex, 0, $viewDetailsLink);
							break;
						case 'after':
							array_splice($pluginMeta, $visitPluginSiteLinkIndex + 1, 0, $viewDetailsLink);
							break;
						case 'replace':
							$pluginMeta[$visitPluginSiteLinkIndex] = $viewDetailsLink;
							break;
						case 'append':
						default:
							$pluginMeta[] = $viewDetailsLink;
							break;
					}
				}
			}
			return $pluginMeta;
		}

		/**
		 * Add a ""Check for updates"" link to the plugin row in the ""Plugins"" page. By default,
		 * the new link will appear after the ""Visit plugin site"" link if present, otherwise
		 * after the ""View plugin details"" link.
		 *
		 * You can change the link text by using the ""puc_manual_check_link-$slug"" filter.
		 * Returning an empty string from the filter will disable the link.
		 *
		 * @param array $pluginMeta Array of meta links.
		 * @param string $pluginFile
		 * @return array
		 */
		public function addCheckForUpdatesLink($pluginMeta, $pluginFile) {
			if ( $this->isMyPluginFile($pluginFile) ) {
				$linkUrl = wp_nonce_url(
					add_query_arg(
						array(
							'puc_check_for_updates' => 1,
							'puc_slug'              => $this->updateChecker->slug,
						),
						self_admin_url('plugins.php')
					),
					'puc_check_for_updates'
				);

				$linkText = apply_filters(
					$this->updateChecker->getUniqueName('manual_check_link'),
					__('Check for updates",woocommerce-ulozenka,"View details'));
				if ( !empty($linkText) ) {
					$viewDetailsLinkPosition = 'append';

					//Find the ""Visit plugin site"" link (if present).
					$visitPluginSiteLinkIndex = count($pluginMeta) - 1;
					if ( $pluginData['PluginURI'] ) {
						$escapedPluginUri = esc_url($pluginData['PluginURI']);
						foreach ($pluginMeta as $linkIndex => $existingLink) {
							if ( strpos($existingLink, $escapedPluginUri) !== false ) {
								$visitPluginSiteLinkIndex = $linkIndex;
								$viewDetailsLinkPosition = apply_filters(
									$this->updateChecker->getUniqueName('view_details_link_position'),
									'before'
								);
								break;
							}
						}
					}

					$viewDetailsLink = sprintf('<a href=""%s"" class=""thickbox open-plugin-details-modal"" aria-label=""%s"" data-title=""%s"">%s</a>',
						esc_url(network_admin_url('plugin-install.php?tab=plugin-information&plugin=' . urlencode($this->updateChecker->slug) .
							'&TB_iframe=true&width=600&height=550')),
						esc_attr(sprintf(__('More information about %s'), $pluginData['Name'])),
						esc_attr($pluginData['Name']),
						$linkText
					);
					switch ($viewDetailsLinkPosition) {
						case 'before':
							array_splice($pluginMeta, $visitPluginSiteLinkIndex, 0, $viewDetailsLink);
							break;
						case 'after':
							array_splice($pluginMeta, $visitPluginSiteLinkIndex + 1, 0, $viewDetailsLink);
							break;
						case 'replace':
							$pluginMeta[$visitPluginSiteLinkIndex] = $viewDetailsLink;
							break;
						case 'append':
						default:
							$pluginMeta[] = $viewDetailsLink;
							break;
					}
				}
			}
			return $pluginMeta;
		}

		/**
		 * Add a ""Check for updates"" link to the plugin row in the ""Plugins"" page. By default,
		 * the new link will appear after the ""Visit plugin site"" link if present, otherwise
		 * after the ""View plugin details"" link.
		 *
		 * You can change the link text by using the ""puc_manual_check_link-$slug"" filter.
		 * Returning an empty string from the filter will disable the link.
		 *
		 * @param array $pluginMeta Array of meta links.
		 * @param string $pluginFile
		 * @return array
		 */
		public function addCheckForUpdatesLink($pluginMeta, $pluginFile) {
			if ( $this->isMyPluginFile($pluginFile) ) {
				$linkUrl = wp_nonce_url(
					add_query_arg(
						array(
							'puc_check_for_updates' => 1,
							'puc_slug'              => $this->updateChecker->slug,
						),
						self_admin_url('plugins.php')
					),
					'puc_check_for_updates'
				);

				$linkText = apply_filters(
					$this->updateChecker->getUniqueName('manual_check_link'),
					__('Check for updates"
"Unknown update checker status ""%s""",woocommerce-ulozenka,"Unknown update checker status ""%s"""
"There is no changelog available.",woocommerce-ulozenka,"There is no changelog available."
"Uloženka služba:",woocommerce-ulozenka,"Uloženka služba:"
"Uloženka pobočka:",woocommerce-ulozenka,"Uloženka pobočka:"
"Stav Vaší zásilky můžete sledovat na tomto",woocommerce-ulozenka,"Stav Vaší zásilky můžete sledovat na tomto"
odkazu,woocommerce-ulozenka,odkazu
"Uloženka služba:",woocommerce-ulozenka,"Uloženka služba:"
"Uloženka pobočka:",woocommerce-ulozenka,"Uloženka pobočka:"
"Stav Vaší zásilky můžete sledovat na tomto",woocommerce-ulozenka,"Stav Vaší zásilky můžete sledovat na tomto"
odkazu,woocommerce-ulozenka,odkazu
"Uloženka služba:",woocommerce-ulozenka,"Uloženka služba:"
"Uloženka pobočka:",woocommerce-ulozenka,"Uloženka pobočka:"
"Stav Vaší zásilky můžete sledovat na tomto",woocommerce-ulozenka,"Stav Vaší zásilky můžete sledovat na tomto"
odkazu,woocommerce-ulozenka,odkazu
"Povolit Uloženku",woocommerce-ulozenka,"Povolit Uloženku"
"Povolit tento způsob",woocommerce-ulozenka,"Povolit tento způsob"
Uloženka,woocommerce-ulozenka,Uloženka
"Text, který zákazník uvidí",woocommerce-ulozenka,"Text, který zákazník uvidí"
"Prosím, vyberte pobočku.', $this->plugin_slug ),
                    'phone_number'  => __( 'Neplatné telefonní číslo. Zadávejte prosím ve formátu +420123123123 pro Česko, nebo +421123456789 pro Slovensko', $this->plugin_slug ),
                    'dataBranchList' => $this->get_branch_list()
                ));
        }
	}

    /**
     * Load the plugin text domain for translation.
     *
     * @since    1.4.7
     */
    public function load_plugin_textdomain() {

        $domain = 'woocommerce-ulozenka';
        $locale = apply_filters( 'plugin_locale', get_locale(), $domain );

        $load = load_textdomain( $domain, WP_LANG_DIR . '/woocommerce-ulozenka/' . $domain . '-' . $locale . '.mo' );

        if( $load === false ){
            load_textdomain( $domain, ULOZENKADIR . 'languages/' . $domain . '-' . $locale . '.mo' );
        }

    }

	/**
	 * Create select list for checkout select branches
	 *
	 * @since    1.0.0
	 */
	public function ulozenka_select_option(){

        global $woocommerce;
        $shipping_method = explode('>',WC()->session->chosen_shipping_methods[0]);
 
        if( !empty( $shipping_method[1] ) ){ 
            $zeme = toret_get_customer_country();
            if($zeme == 'CZ'){
                $country = 'CZE';
            }elseif($zeme == 'SK'){
                $country = 'SVK';
            }elseif($zeme == 'PL'){
                $country = 'PLN';
            }
          
            if ($shipping_method[1]=='ulozenka-1'){
                        
                echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                    echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_1"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""1"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-2'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""2"" />';
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""2"" />';
  
            }elseif ($shipping_method[1]=='ulozenka-3'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""3"" />';
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""3"" />';
  
            }elseif ($shipping_method[1]=='ulozenka-4' || $shipping_method[1]=='dpd-private'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""4"" />'; 
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""4"" />';   
  
            }elseif ($shipping_method[1]=='ulozenka-5'){
            //$services = get_option( 'ulozenka_services_pobocky_5' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/dpd.jpg"" width=""130"" border=""0"" alt=""DPD""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_5"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""5"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-6'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""6"" />';   
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""6"" />'; 
  
            }elseif ($shipping_method[1]=='ulozenka-7'){
            //$services = get_option( 'ulozenka_services_pobocky_7' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ceska-posta.png"" width=""130"" border=""0"" alt=""Česká pošta Balík na poštu""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_7"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""7"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-11'){
            //$services = get_option( 'ulozenka_services_pobocky_11' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_11"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""11"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-17'){
            
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""17"" />';

            }elseif ($shipping_method[1]=='ulozenka-20'){
            //$services = get_option( 'ulozenka_services_pobocky_20' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_20"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""20"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }
            elseif ($shipping_method[1]=='ulozenka-21'){
            //$services = get_option( 'ulozenka_services_pobocky_21' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_21"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""21"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';
            }
        }
    }

    /**
     * Create Consingment
     * @since 1.1.0
     */
    public function create_consingment( $order_id ){
        
        $consingment = new Ulozenka_Send_Consigment( $order_id );
        $consingment->create_consingment();

    }  
  
  
  
    /**
     * Get currency code
     *    
     * @since 1.1.0
     */        
    private function get_currency_code($address_state){
        if(empty($address_state)){
            $return = 'CZK';
        }elseif($address_state == 'CZ'){
            $return = 'CZK';
        }elseif($address_state == 'SK'){
            $return = 'EUR';
        }
        return $return;
    } 
  
  
  
    
  
  /**
   * Control phone number format
   *
   * @since 1.1.0  
   */            
   private function control_phone_format($phone,$prefix='+420'){

        $trim_string = str_replace(' ",woocommerce-ulozenka,"Prosím, vyberte pobočku.', $this->plugin_slug ),
                    'phone_number'  => __( 'Neplatné telefonní číslo. Zadávejte prosím ve formátu +420123123123 pro Česko, nebo +421123456789 pro Slovensko', $this->plugin_slug ),
                    'dataBranchList' => $this->get_branch_list()
                ));
        }
	}

    /**
     * Load the plugin text domain for translation.
     *
     * @since    1.4.7
     */
    public function load_plugin_textdomain() {

        $domain = 'woocommerce-ulozenka';
        $locale = apply_filters( 'plugin_locale', get_locale(), $domain );

        $load = load_textdomain( $domain, WP_LANG_DIR . '/woocommerce-ulozenka/' . $domain . '-' . $locale . '.mo' );

        if( $load === false ){
            load_textdomain( $domain, ULOZENKADIR . 'languages/' . $domain . '-' . $locale . '.mo' );
        }

    }

	/**
	 * Create select list for checkout select branches
	 *
	 * @since    1.0.0
	 */
	public function ulozenka_select_option(){

        global $woocommerce;
        $shipping_method = explode('>',WC()->session->chosen_shipping_methods[0]);
 
        if( !empty( $shipping_method[1] ) ){ 
            $zeme = toret_get_customer_country();
            if($zeme == 'CZ'){
                $country = 'CZE';
            }elseif($zeme == 'SK'){
                $country = 'SVK';
            }elseif($zeme == 'PL'){
                $country = 'PLN';
            }
          
            if ($shipping_method[1]=='ulozenka-1'){
                        
                echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                    echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_1"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""1"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-2'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""2"" />';
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""2"" />';
  
            }elseif ($shipping_method[1]=='ulozenka-3'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""3"" />';
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""3"" />';
  
            }elseif ($shipping_method[1]=='ulozenka-4' || $shipping_method[1]=='dpd-private'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""4"" />'; 
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""4"" />';   
  
            }elseif ($shipping_method[1]=='ulozenka-5'){
            //$services = get_option( 'ulozenka_services_pobocky_5' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/dpd.jpg"" width=""130"" border=""0"" alt=""DPD""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_5"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""5"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-6'){
  
                //echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""6"" />';   
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""6"" />'; 
  
            }elseif ($shipping_method[1]=='ulozenka-7'){
            //$services = get_option( 'ulozenka_services_pobocky_7' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ceska-posta.png"" width=""130"" border=""0"" alt=""Česká pošta Balík na poštu""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_7"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""7"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-11'){
            //$services = get_option( 'ulozenka_services_pobocky_11' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_11"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""11"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }elseif ($shipping_method[1]=='ulozenka-17'){
            
                echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""17"" />';

            }elseif ($shipping_method[1]=='ulozenka-20'){
            //$services = get_option( 'ulozenka_services_pobocky_20' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_20"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""20"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';

            }
            elseif ($shipping_method[1]=='ulozenka-21'){
            //$services = get_option( 'ulozenka_services_pobocky_21' );
            echo '<tr>';
                echo '<th><img src=""'.ULOZENKAURL.'assets/images/ulozenka.png"" width=""130"" border=""0"" alt=""Uloženka""></th>';
                echo '<td>';
                        echo '<button type=""button"" class=""button alt ulozenka-open"" id=""ulozenka-open"" data-service=""ulozenka_services_pobocky_21"" data-country=""'.$country.'"">'.__( 'Vybrat pobočku',$this->plugin_slug ).'</button>';
                        echo '<input type=""hidden"" name=""selected_ulozenka"" id=""selected_ulozenka"" value=""default"" />';
                        echo '<input type=""hidden"" name=""selected_service"" id=""selected_service"" value=""21"" />';
                    echo '</td>';
                echo '</tr>';
                echo '<tr class=""table-ulozenka"" id=""table-ulozenka""></tr>';
            }
        }
    }

    /**
     * Create Consingment
     * @since 1.1.0
     */
    public function create_consingment( $order_id ){
        
        $consingment = new Ulozenka_Send_Consigment( $order_id );
        $consingment->create_consingment();

    }  
  
  
  
    /**
     * Get currency code
     *    
     * @since 1.1.0
     */        
    private function get_currency_code($address_state){
        if(empty($address_state)){
            $return = 'CZK';
        }elseif($address_state == 'CZ'){
            $return = 'CZK';
        }elseif($address_state == 'SK'){
            $return = 'EUR';
        }
        return $return;
    } 
  
  
  
    
  
  /**
   * Control phone number format
   *
   * @since 1.1.0  
   */            
   private function control_phone_format($phone,$prefix='+420'){

        $trim_string = str_replace(' "
"Pojištění zásilky",woocommerce-ulozenka,"Pojištění zásilky"
"Vybraná pobočka",woocommerce-ulozenka,"Vybraná pobočka"
