String,"Source (plugin or theme)","Čeština (cs_CZ)"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To attach the file uploaded through this field to mail, you need to insert the corresponding mail-tag (%s) into the File Attachments field on the Mail tab.",wp-contact-form-7,"To attach the file uploaded through this field to mail, you need to insert the corresponding mail-tag (%s) into the File Attachments field on the Mail tab."
"This contact form contains file uploading fields, but the temporary folder for the files (%s) does not exist or is not writable. You can create the folder or change its permission manually.",wp-contact-form-7,"This contact form contains file uploading fields, but the temporary folder for the files (%s) does not exist or is not writable. You can create the folder or change its permission manually."
"Contact Form 7",wp-contact-form-7,"Contact Form 7"
"The fourth parameter ($mail_tag) must be an instance of the WPCF7_MailTag class.",wp-contact-form-7,"The fourth parameter ($mail_tag) must be an instance of the WPCF7_MailTag class."
"Number format that the sender entered is invalid",wp-contact-form-7,"Number format that the sender entered is invalid"
"The number format is invalid.",wp-contact-form-7,"The number format is invalid."
"Number is smaller than minimum limit",wp-contact-form-7,"Number is smaller than minimum limit"
"The number is smaller than the minimum allowed.",wp-contact-form-7,"The number is smaller than the minimum allowed."
"Number is larger than maximum limit",wp-contact-form-7,"Number is larger than maximum limit"
"The number is larger than the maximum allowed.",wp-contact-form-7,"The number is larger than the maximum allowed."
number,wp-contact-form-7,number
"Generate a form-tag for a field for numeric value input. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a field for numeric value input. For more details, see %s."
https://contactform7.com/number-fields/,wp-contact-form-7,https://contactform7.com/number-fields/
"Number fields",wp-contact-form-7,"Number fields"
"Field type",wp-contact-form-7,"Field type"
"Field type",wp-contact-form-7,"Field type"
Spinbox,wp-contact-form-7,Spinbox
Slider,wp-contact-form-7,Slider
"Required field",wp-contact-form-7,"Required field"
Name,wp-contact-form-7,Name
"Default value",wp-contact-form-7,"Default value"
"Use this text as the placeholder of the field",wp-contact-form-7,"Use this text as the placeholder of the field"
Range,wp-contact-form-7,Range
Range,wp-contact-form-7,Range
Min,wp-contact-form-7,Min
Max,wp-contact-form-7,Max
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab.",wp-contact-form-7,"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab."
"Sender doesn't enter the correct answer to the quiz",wp-contact-form-7,"Sender doesn't enter the correct answer to the quiz"
"The answer to the quiz is incorrect.",wp-contact-form-7,"The answer to the quiz is incorrect."
quiz,wp-contact-form-7,quiz
"Generate a form-tag for a question-answer pair. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a question-answer pair. For more details, see %s."
https://contactform7.com/quiz/,wp-contact-form-7,https://contactform7.com/quiz/
Quiz,wp-contact-form-7,Quiz
Name,wp-contact-form-7,Name
"Questions and answers",wp-contact-form-7,"Questions and answers"
"Questions and answers",wp-contact-form-7,"Questions and answers"
"One pipe-separated question-answer pair (e.g. The capital of Brazil?|Rio) per line.",wp-contact-form-7,"One pipe-separated question-answer pair (e.g. The capital of Brazil?|Rio) per line."
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To use CAPTCHA, you need %s plugin installed.",wp-contact-form-7,"To use CAPTCHA, you need %s plugin installed."
"The code that sender entered does not match the CAPTCHA",wp-contact-form-7,"The code that sender entered does not match the CAPTCHA"
"Your entered code is incorrect.",wp-contact-form-7,"Your entered code is incorrect."
"CAPTCHA (Really Simple CAPTCHA)",wp-contact-form-7,"CAPTCHA (Really Simple CAPTCHA)"
"To use CAPTCHA, you first need to install and activate %s plugin.",wp-contact-form-7,"To use CAPTCHA, you first need to install and activate %s plugin."
"Generate form-tags for a CAPTCHA image and corresponding response input field. For more details, see %s.",wp-contact-form-7,"Generate form-tags for a CAPTCHA image and corresponding response input field. For more details, see %s."
https://contactform7.com/captcha/,wp-contact-form-7,https://contactform7.com/captcha/
CAPTCHA,wp-contact-form-7,CAPTCHA
Name,wp-contact-form-7,Name
"Image settings",wp-contact-form-7,"Image settings"
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Input field settings",wp-contact-form-7,"Input field settings"
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"This contact form contains CAPTCHA fields, but the temporary folder for the files (%s) does not exist or is not writable. You can create the folder or change its permission manually.",wp-contact-form-7,"This contact form contains CAPTCHA fields, but the temporary folder for the files (%s) does not exist or is not writable. You can create the folder or change its permission manually."
"This contact form contains CAPTCHA fields, but the necessary libraries (GD and FreeType) are not available on your server.",wp-contact-form-7,"This contact form contains CAPTCHA fields, but the necessary libraries (GD and FreeType) are not available on your server."
CAPTCHA,wp-contact-form-7,CAPTCHA
"reCAPTCHA response token is empty.",wp-contact-form-7,"reCAPTCHA response token is empty."
"reCAPTCHA score (%1$.2f) is lower than the threshold (%2$.2f).",wp-contact-form-7,"reCAPTCHA score (%1$.2f) is lower than the threshold (%2$.2f)."
"API keys for reCAPTCHA v3 are different from those for v2; keys for v2 don&#8217;t work with the v3 API. You need to register your sites again to get new keys for v3. For details, see %s.",wp-contact-form-7,"API keys for reCAPTCHA v3 are different from those for v2; keys for v2 don&#8217;t work with the v3 API. You need to register your sites again to get new keys for v3. For details, see %s."
https://contactform7.com/recaptcha/,wp-contact-form-7,https://contactform7.com/recaptcha/
"reCAPTCHA (v3)",wp-contact-form-7,"reCAPTCHA (v3)"
reCAPTCHA,wp-contact-form-7,reCAPTCHA
Error,wp-contact-form-7,Error
"Invalid key values.",wp-contact-form-7,"Invalid key values."
"Settings saved.",wp-contact-form-7,"Settings saved."
"reCAPTCHA protects you against spam and other types of automated abuse. With Contact Form 7&#8217;s reCAPTCHA integration module, you can block abusive form submissions by spam bots. For details, see %s.",wp-contact-form-7,"reCAPTCHA protects you against spam and other types of automated abuse. With Contact Form 7&#8217;s reCAPTCHA integration module, you can block abusive form submissions by spam bots. For details, see %s."
https://contactform7.com/recaptcha/,wp-contact-form-7,https://contactform7.com/recaptcha/
"reCAPTCHA (v3)",wp-contact-form-7,"reCAPTCHA (v3)"
"reCAPTCHA is active on this site.",wp-contact-form-7,"reCAPTCHA is active on this site."
"Setup Integration",wp-contact-form-7,"Setup Integration"
"Site Key",wp-contact-form-7,"Site Key"
"Secret Key",wp-contact-form-7,"Secret Key"
"Save Changes",wp-contact-form-7,"Save Changes"
"drop-down menu",wp-contact-form-7,"drop-down menu"
"Generate a form-tag for a drop-down menu. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a drop-down menu. For more details, see %s."
https://contactform7.com/checkboxes-radio-buttons-and-menus/,wp-contact-form-7,https://contactform7.com/checkboxes-radio-buttons-and-menus/
"Checkboxes, radio buttons and menus",wp-contact-form-7,"Checkboxes, radio buttons and menus"
"Field type",wp-contact-form-7,"Field type"
"Field type",wp-contact-form-7,"Field type"
"Required field",wp-contact-form-7,"Required field"
Name,wp-contact-form-7,Name
Options,wp-contact-form-7,Options
Options,wp-contact-form-7,Options
"One option per line.",wp-contact-form-7,"One option per line."
"Allow multiple selections",wp-contact-form-7,"Allow multiple selections"
"Insert a blank item as the first option",wp-contact-form-7,"Insert a blank item as the first option"
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab.",wp-contact-form-7,"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab."
Send,wp-contact-form-7,Send
submit,wp-contact-form-7,submit
"Generate a form-tag for a submit button. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a submit button. For more details, see %s."
https://contactform7.com/submit-button/,wp-contact-form-7,https://contactform7.com/submit-button/
"Submit button",wp-contact-form-7,"Submit button"
Label,wp-contact-form-7,Label
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"Email address that the sender entered is invalid",wp-contact-form-7,"Email address that the sender entered is invalid"
"The e-mail address entered is invalid.",wp-contact-form-7,"The e-mail address entered is invalid."
"URL that the sender entered is invalid",wp-contact-form-7,"URL that the sender entered is invalid"
"The URL is invalid.",wp-contact-form-7,"The URL is invalid."
"Telephone number that the sender entered is invalid",wp-contact-form-7,"Telephone number that the sender entered is invalid"
"The telephone number is invalid.",wp-contact-form-7,"The telephone number is invalid."
text,wp-contact-form-7,text
email,wp-contact-form-7,email
URL,wp-contact-form-7,URL
tel,wp-contact-form-7,tel
"Generate a form-tag for a single-line plain text input field. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a single-line plain text input field. For more details, see %s."
"Generate a form-tag for a single-line email address input field. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a single-line email address input field. For more details, see %s."
"Generate a form-tag for a single-line URL input field. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a single-line URL input field. For more details, see %s."
"Generate a form-tag for a single-line telephone number input field. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a single-line telephone number input field. For more details, see %s."
https://contactform7.com/text-fields/,wp-contact-form-7,https://contactform7.com/text-fields/
"Text fields",wp-contact-form-7,"Text fields"
"Field type",wp-contact-form-7,"Field type"
"Field type",wp-contact-form-7,"Field type"
"Required field",wp-contact-form-7,"Required field"
Name,wp-contact-form-7,Name
"Default value",wp-contact-form-7,"Default value"
"Use this text as the placeholder of the field",wp-contact-form-7,"Use this text as the placeholder of the field"
Akismet,wp-contact-form-7,Akismet
Akismet,wp-contact-form-7,Akismet
"This field requires author's name",wp-contact-form-7,"This field requires author's name"
"This field requires author's email address",wp-contact-form-7,"This field requires author's email address"
"This field requires author's URL",wp-contact-form-7,"This field requires author's URL"
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab.",wp-contact-form-7,"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab."
"text area",wp-contact-form-7,"text area"
"Generate a form-tag for a multi-line text input field. For more details, see %s.",wp-contact-form-7,"Generate a form-tag for a multi-line text input field. For more details, see %s."
https://contactform7.com/text-fields/,wp-contact-form-7,https://contactform7.com/text-fields/
"Text fields",wp-contact-form-7,"Text fields"
"Field type",wp-contact-form-7,"Field type"
"Field type",wp-contact-form-7,"Field type"
"Required field",wp-contact-form-7,"Required field"
Name,wp-contact-form-7,Name
"Default value",wp-contact-form-7,"Default value"
"Use this text as the placeholder of the field",wp-contact-form-7,"Use this text as the placeholder of the field"
"Id attribute",wp-contact-form-7,"Id attribute"
"Class attribute",wp-contact-form-7,"Class attribute"
"Insert Tag",wp-contact-form-7,"Insert Tag"
"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab.",wp-contact-form-7,"To use the value input through this field in a mail field, you need to insert the corresponding mail-tag (%s) into the field on the Mail tab."
